Name,Publisher,Global_Sales
Teen Titans,THQ,0.33
Teen Titans,THQ,0.25
Tekken 2,Sony Computer Entertainment,5.74
Tekken 3,Sony Computer Entertainment,7.16
Tekken 3D: Prime Edition,Nintendo,0.2
Tekken 4,Namco Bandai Games,3.44
Tekken 5,Namco Bandai Games,3.87
Tekken 6,Namco Bandai Games,2.75
Tekken 6,Namco Bandai Games,1.3
Tekken 6,Namco Bandai Games,0.32
Tekken Advance,Infogrames,0.45
Tekken Tag Tournament,Namco Bandai Games,4.05
Tekken Tag Tournament 2,Namco Bandai Games,0.85
Tekken Tag Tournament 2,Namco Bandai Games,0.34
Tenchu: Dark Secret,From Software,0.05
Tenchu: Fatal Shadows,Sega,0.19
Tenchu: Return From Darkness,Activision,0.21
Tenchu: Shadow Assassins,Ubisoft,0.21
Tenchu: Shadow Assassins,Ubisoft,0.11
Tenchu: Stealth Assassins,Activision,1.99
Tenchu: Wrath of Heaven,Activision,1.14
Tenchu 2: Birth of the Stealth Assassins,Activision,0.58
Tenchu Z,Microsoft Game Studios,0.34
Tenkai Knights: Brave Battle,Namco Bandai Games,0.02
Terminator 3: Rise of the Machines,Atari,0.58
Terminator 3: Rise of the Machines,Atari,0.14
Terminator 3: The Redemption,Atari,0.17
Terminator 3: The Redemption,Atari,0.06
Terminator Salvation,Warner Bros. Interactive Entertainment,0.53
Terminator Salvation,Warner Bros. Interactive Entertainment,0.35
Terraria,Unknown,0.14
Terraria,505 Games,0.67
Terraria,505 Games,0.41
Terraria,Screenlife,0.1
Terraria,505 Games,0.07
Terraria,505 Games,0.04
Terraria,505 Games,0.09
Test Drive,Atari,1.34
Test Drive,Atari,0.42
Test Drive: Eve of Destruction,Atari,0.23
Test Drive: Eve of Destruction,Atari,0.09
Test Drive: Ferrari Legends,Unknown,0.04
Test Drive Off-Road Wide Open,Infogrames,0.18
Test Drive Unlimited,Atari,0.32
Test Drive Unlimited,Atari,0.5
Test Drive Unlimited,Atari,0.02
Tetris Axis,Tetris Online,0.43
Tetris DS,Nintendo,2.1
Tetris Party Deluxe,Nintendo,0.56
Tetris Worlds,THQ,2.08
Tetris Worlds,THQ,0.22
Texas Hold 'Em Poker,Majesco Entertainment,0.61
That's So Raven,Disney Interactive Studios,0.76
The 3rd Birthday,Square Enix,0.51
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,THQ,0.5
The Adventures of Tintin: The Game,Ubisoft,0.26
The Adventures of Tintin: The Game,Ubisoft,0.24
The Adventures of Tintin: The Game,Ubisoft,0.15
The Ant Bully,Midway Games,0.1
The Ant Bully,Midway Games,0.09
Theatre Of War,Kalypso Media,0.01
Theatrhythm: Final Fantasy,Square Enix,0.5
Theatrhythm Final Fantasy: Curtain Call,Square Enix,0.37
The Awakened Fate Ultimatum,Nippon Ichi Software,0.02
The Bard's Tale,Ubisoft,0.21
The Bard's Tale,Ubisoft,0.1
The Beatles: Rock Band,MTV Games,1.71
The Beatles: Rock Band,MTV Games,1.3
The Beatles: Rock Band,MTV Games,1.12
The Bible Game,Crave Entertainment,0.05
The BIGS,Take-Two Interactive,0.51
The BIGS,Take-Two Interactive,0.37
The BIGS,Take-Two Interactive,0.27
The BIGS,Take-Two Interactive,0.16
The BIGS 2,Take-Two Interactive,0.29
The BIGS 2,Take-Two Interactive,0.21
The BIGS 2,Take-Two Interactive,0.13
The Binding of Isaac,Unknown,0.03
The Black Eyed Peas Experience,Ubisoft,0.32
The Book of Unwritten Tales,HMH Interactive,0.1
The Book of Unwritten Tales 2,Nordic Games,0.07
The Bouncer,Sony Computer Entertainment,0.99
The Bureau: XCOM Declassified,Take-Two Interactive,0.25
The Bureau: XCOM Declassified,Take-Two Interactive,0.21
The Bureau: XCOM Declassified,Take-Two Interactive,0.05
The Chronicles of Narnia: Prince Caspian,Disney Interactive Studios,0.4
The Chronicles of Narnia: Prince Caspian,Disney Interactive Studios,0.36
The Chronicles of Narnia: Prince Caspian,Disney Interactive Studios,0.18
The Chronicles of Narnia: Prince Caspian,Disney Interactive Studios,0.17
"The Chronicles of Narnia: The Lion,Action,0.06
"The Chronicles of Narnia: The Lion,Action,0.01
