Name,Global_Sales,Critic_Score
Spider-Man: Web of Shadows,0.21,69
Spider-Man: Web of Shadows,0.1,77
Spider-Man: Web of Shadows,0.02,52
Spider-Man 2,3.41,80
Spider-Man 2,1.12,83
Spider-Man 2,1.06,65
Spider-Man 2,0.84,80
Spider-Man 2,0.49,61
Spider-Man 2,0.7,67
Spider-Man 2: Enter: Electro,1.55,74
Spider-Man 3,0.9,50
Spider-Man 3,0.67,60
Spider-Man 3,0.57,63
Spider-Man 3,0.47,53
Spider-Man 3,0.47,79
Spider-Man 3,0.3,52
Spider-Man 3,0.02,62
Spirit Camera: The Cursed Memoir,0.22,54
SplashDown,0.7,84
SplashDown: Rides Gone Wild,0.5,80
Splatoon,4.43,81
Splatterhouse,0.18,62
Split/Second,0.6,82
Split/Second,0.11,63
Split/Second,0.04,79
SpongeBob SquarePants: Battle for Bikini Bottom,1.67,71
SpongeBob SquarePants: Battle for Bikini Bottom,0.95,71
SpongeBob SquarePants: Battle for Bikini Bottom,0.57,70
SpongeBob SquarePants: Creature from the Krusty Krab,0.49,57
SpongeBob SquarePants: Creature from the Krusty Krab,0.49,56
SpongeBob SquarePants: Creature from the Krusty Krab,0.33,74
SpongeBob SquarePants: Revenge of the Flying Dutchman,1.19,71
SpongeBob SquarePants: Revenge of the Flying Dutchman,0.2,66
SpongeBob SquarePants: The Yellow Avenger,0.34,67
SpongeBob SquarePants: The Yellow Avenger,0.92,48
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,0.53,47
SpongeBob SquigglePants 3D,0.19,64
Spore,1.17,84
Spore Creatures,1.06,65
Spore Hero,0.4,61
Spore Hero Arena,0.19,49
Sports Champions,3.84,76
SPRay,0.04,42
Spyborgs,0.11,66
Spy Hunter,1.67,84
Spy Hunter: Nowhere To Run,0.02,51
Spy Hunter 2,0.49,57
Spy Kids 3-D: Game Over,0.33,62
Spyro: A Hero's Tail,0.64,60
Spyro: A Hero's Tail,0.29,62
Spyro: A Hero's Tail,0.14,64
Spyro: Attack of the Rhynocs,0.3,72
Spyro: Enter the Dragonfly,1.97,56
Spyro: Enter the Dragonfly,0.71,48
Spyro: Season of Ice,2.23,74
Spyro: Shadow Legacy,0.16,50
Spyro: Year of the Dragon,3.71,91
Spyro 2: Season of Flame,1.58,76
Spyro Orange: The Cortex Conspiracy,0.57,60
Spy vs Spy,0.11,53
SSX,1.66,93
SSX,0.91,81
SSX,0.7,82
SSX 3,1.67,93
SSX 3,0.39,92
SSX 3,0.38,92
SSX Blur,0.33,74
SSX On Tour,0.52,80
SSX On Tour,0.23,79
SSX On Tour,0.17,80
SSX On Tour,0.14,81
SSX Tricky,1.73,92
SSX Tricky,0.54,87
SSX Tricky,0.43,88
Stacked with Daniel Negreanu,0.07,63
Stake: Fortune Fighters,0.02,26
StarCraft,0.05,88
StarCraft II: Heart of the Swarm,1.67,86
StarCraft II: Legacy of the Void,0.53,88
StarCraft II: Wings of Liberty,4.84,93
Star Fox: Assault,1.08,67
Star Fox: Zero,0.36,69
Star Fox 64 3D,0.94,81
Star Fox Adventures,1.87,82
Star Fox Command,0.53,76
Starhawk,0.29,77
Star Ocean: First Departure,0.64,74
Star Ocean: Second Evolution,0.34,75
Star Ocean: The Last Hope,0.79,72
Star Ocean: The Last Hope International,0.72,74
Star Ocean: The Second Story,1.1,80
Star Ocean: Till The End of Time,1.72,80
Starship Troopers,0.02,46
Star Trek: Conquest,0.12,49
Star Trek: Legacy,0.02,56
Star Trek: Shattered Universe,0.1,42
Star Trek: Shattered Universe,0.04,41
Star Trek: Tactical Assault,0.06,63
Star Trek: Tactical Assault,0.03,64
Star Trek: Voyager Elite Force,0.15,52
Star Trek Online,0.02,66
Star Wars: Battlefront,3.61,82
Star Wars: Battlefront,1.75,80
Star Wars: Battlefront,0.21,72
Star Wars: Battlefront II,3.59,84
Star Wars: Battlefront II,1.67,83
Star Wars: Battlefront II,1.21,69
Star Wars: Battlefront II,0.17,78
Star Wars: Bounty Hunter,1.09,65
Star Wars: Bounty Hunter,0.26,67
Star Wars: Demolition,0.46,63
Star Wars: Empire at War,0.08,79
Star Wars: Empire at War - Forces of Corruption,0.02,75
Star Wars: Flight of the Falcon,0.35,39
Star Wars: Jedi Starfighter,0.5,81
Star Wars: Jedi Starfighter,0.44,78
Star Wars: Knights of the Old Republic,2.19,94
Star Wars: Knights of the Old Republic,0.14,93
Star Wars: Lethal Alliance,0.13,61
Star Wars: Obi-Wan,0.7,58
Star Wars: Republic Commando,0.67,78
Star Wars: Republic Commando,0.05,78
Star Wars: Starfighter,1.76,84
Star Wars: Super Bombad Racing,0.16,71
Star Wars: The Force Unleashed,2.77,73
Star Wars: The Force Unleashed,2.21,71
Star Wars: The Force Unleashed,1.86,71
Star Wars: The Force Unleashed,1.25,68
Star Wars: The Force Unleashed,1.08,70
Star Wars: The Force Unleashed,0.88,61
Star Wars: The Force Unleashed II,1.5,63
Star Wars: The Force Unleashed II,1.43,61
Star Wars: The Force Unleashed II,0.76,71
Star Wars: The Force Unleashed II,0.21,43
Star Wars: The Force Unleashed II,0.03,59
Star Wars: The Old Republic,2.96,85
Star Wars Battlefront: Elite Squadron,0.76,63
Star Wars Battlefront: Elite Squadron,0.49,61
Star Wars Battlefront: Renegade Squadron,1.67,73
Star Wars Episode II: Attack of the Clones,0.77,38
Star Wars Episode III: Revenge of the Sith,3.32,60
Star Wars Episode III: Revenge of the Sith,1.24,61
Star Wars Episode III: Revenge of the Sith,0.72,73
Star Wars Episode III: Revenge of the Sith,0.3,73
Star Wars Jedi Knight: Jedi Academy,0.45,76
Star Wars Jedi Knight: Jedi Academy,0.03,81
Star Wars Jedi Knight II: Jedi Outcast,0.23,75
Star Wars Knights of the Old Republic II: The Sith Lords,1.37,86
Star Wars Racer Revenge,0.31,73
Star Wars Rogue Leader: Rogue Squadron II,1.9,90
Star Wars Rogue Squadron III: Rebel Strike,0.8,75
Star Wars The Clone Wars: Jedi Alliance,0.78,68
Star Wars The Clone Wars: Lightsaber Duels,1.65,56
Star Wars The Clone Wars: Republic Heroes,0.79,48
Star Wars The Clone Wars: Republic Heroes,0.43,43
Star Wars The Clone Wars: Republic Heroes,0.39,43
Star Wars The Clone Wars: Republic Heroes,0.03,46
State of Emergency,1.76,71
State of Emergency,0.17,67
State of Emergency 2,0.08,44
Steambot Chronicles,0.04,74
Steambot Chronicles: Battle Tournament,0.06,54
Steel Battalion,0.1,83
Steel Battalion: Heavy Armor,0.13,38
Steel Battalion: Line of Contact,0.02,70
Steel Diver,0.49,58
Steins;Gate,0.06,83
Steins;Gate,0.1,83
Steins;Gate 0,0.09,86
Steins;Gate 0,0.05,81
Stella Deus: The Gate of Eternity,0.08,75
Stella Glow,0.24,79
Stellaris,0.04,78
Still Life,0.07,70
Still Life 2,0.02,67
StokEd,0.21,68
Stoked: Big Air Edition,0.04,72
Stolen,0.04,51
STORM: Frontline Nation,0.01,60
Stormrise,0.17,51
Stormrise,0.15,48
Stormrise,0.02,42
Story of Seasons,0.42,76
Stranger of Sword City,0.04,71
Stranglehold,0.82,77
Stranglehold,0.3,77
Street Fighter Alpha 3,1.03,93
Street Fighter Alpha 3,0.15,83
Street Fighter Alpha 3 MAX,0.33,80
Street Fighter Anniversary Collection,0.66,78
Street Fighter Anniversary Collection,0.15,79
Street Fighter EX3,0.85,64
Street Fighter IV,4.16,94
Street Fighter IV,2.94,93
Street Fighter V,0.9,77
Street Fighter V,0.06,74
Street Fighter X Tekken,0.83,84
Street Fighter X Tekken,0.47,83
Street Fighter X Tekken,0.19,79
Street Fighter X Tekken,0.02,79
Street Hoops,0.28,58
Street Jam Basketball,0.03,35
Stretch Panic,0.05,65
Strider 2,0.08,69
Strike Force Bowling,0.62,48
Strikers 1945,0.12,63
Stronghold,0.11,81
Stronghold 3,0.16,47
Stronghold Crusader Extreme,0.02,45
Stronghold Kingdoms,0.11,75
Stronghold Legends,0.02,57
Stuart Little 3: Big Photo Adventure,0.08,71
Stubbs the Zombie in Rebel Without a Pulse,0.11,75
Stunt GP,0.05,49
Stuntman,1.55,71
Stuntman: Ignition,0.64,75
Stuntman: Ignition,0.52,76
Stuntman: Ignition,0.27,71
Style Savvy,2.58,73
Style Savvy: Trendsetters,0.73,76
Sudeki,0.19,72
Sudoku Mania,0.1,25
Suikoden II,0.68,82
Suikoden IV,0.66,63
Suikoden Tactics,0.2,68
Suikoden Tierkreis,0.26,76
Suikoden V,0.35,76
Summer Heat Beach Volleyball,0.28,65
Summer Sports: Paradise Island,0.53,46
Summoner,0.51,74
Summoner 2,0.21,76
Summon Night: Swordcraft Story,0.02,77
Summon Night: Twin Age,0.13,73
Summon Night 5,0.15,74
Sunny Garcia Surfing,0.03,61
Sunset Overdrive,1.14,81
SuperCar Challenge,0.03,65
Supercar Street Challenge,1.12,57
Superdimension Neptune vs Sega Hard Girls,0.03,73
Super Dragon Ball Z,0.37,72
Super Dungeon Bros,0.01,42
Super Ghouls 'n Ghosts,0.07,78
Superman: Countdown to Apokolips,0.04,47
Superman: Shadow of Apokolips,0.42,64
Superman: Shadow of Apokolips,0.08,66
Superman: The Man of Steel,0.13,44
Superman Returns,0.26,51
Superman Returns,0.07,33
Super Mario 3D Land,10.81,90
Super Mario 3D World,4.32,93
Super Mario Advance,5.49,84
Super Mario Galaxy,11.35,97
Super Mario Galaxy 2,7.51,97
Super Mario Maker,3.21,88
Super Mario Strikers,1.61,76
Super Mario Sunshine,6.31,92
Super Monkey Ball,1.46,87
Super Monkey Ball: Banana Blitz,2.24,74
Super Monkey Ball 2,1.52,87
Super Monkey Ball 3D,0.49,55
Super Monkey Ball Adventure,0.15,51
Super Monkey Ball Adventure,0.08,56
Super Monkey Ball Adventure,0.03,53
Super Monkey Ball Deluxe,0.24,78
Super Monkey Ball Deluxe,0.15,81
Super Monkey Ball Jr.,0.72,82
Super Paper Mario,3.71,85
Super Princess Peach,1.03,75
Super Puzzle Fighter II Turbo,0.14,83
Super Robot Taisen OG Saga: Endless Frontier,0.08,73
Super Scribblenauts,1.46,81
Super Smash Bros. Brawl,12.84,93
Super Smash Bros. Melee,7.07,92
Super Stardust Ultra VR,0.01,66
Superstars V8 Racing,0.03,66
Super Street Fighter II: Turbo Revival,0.25,84
Super Street Fighter IV: 3D Edition,1.21,85
Super Swing Golf,0.22,72
Supremacy MMA,0.12,47
Supremacy MMA,0.08,49
Supreme Commander,0.05,86
Supreme Commander,0.09,56
Supreme Commander: Forged Alliance,0.04,81
Supreme Commander 2,0.34,75
Supreme Commander 2,0.19,77
Supreme Ruler: Cold War,0.03,63
Surf's Up,0.28,56
Surf's Up,0.1,61
Surf's Up,0.04,59
Surfing H3O,0.25,46
Suzuki TT Superbikes,0.4,71
SWAT: Global Strike Team,0.32,69
SWAT: Global Strike Team,0.17,69
SWAT: Target Liberty,0.04,50
SWAT 4,0.03,85
Swingerz Golf,0.08,72
Sword Art Online: Hollow Fragment,0.3,67
Sword Art Online: Hollow Realization,0.19,69
Sword Art Online: Hollow Realization,0.15,60
Sword Art Online: Lost Song,0.36,70
Sword Art Online: Lost Song,0.25,63
Sword of Mana,0.74,72
Syberia,0.03,82
Syberia,0.1,72
Syberia II,0.03,71
Syberia II,0.02,80
Syndicate,0.18,74
Syndicate,0.14,75
Syphon Filter: Dark Mirror,0.29,87
Syphon Filter: Dark Mirror,0.28,70
Syphon Filter: Logan's Shadow,0.46,85
Syphon Filter: The Omega Strain,0.76,65
Syphon Filter 3,0.52,73
Tactics Ogre: Let Us Cling Together,0.53,87
Tactics Ogre: The Knight of Lodis,0.5,88
Taiko Drum Master,0.2,77
Tak: The Great Juju Challenge,0.15,75
Tak 2: The Staff of Dreams,0.62,71
Tak 2: The Staff of Dreams,0.33,75
Tak and the Guardians of Gross,0.16,63
Tak and the Power of Juju,1.15,68
Tak and the Power of Juju,0.55,79
Tak and the Power of Juju,0.4,71
Take On Helicopters,0.03,70
Tales of Destiny II,0.81,78
Tales of Graces f,0.98,77
Tales of Legendia,0.49,72
Tales of Phantasia,0.29,76
Tales of Symphonia,1.1,86
Tales of Symphonia: Dawn of the New World,0.52,68
Tales of the Abyss,0.57,78
Tales of the Abyss,0.83,75
Tales of the World: Radiant Mythology,0.43,66
Tales of Vesperia,0.74,79
Tales of Xillia,1.22,78
Tales of Xillia 2,0.84,71
Tales of Zestiria,0.4,72
Tamagotchi Connection: Corner Shop,1.26,59
Tank Beat,0.02,40
Tao Feng: Fist of the Lotus,0.27,65
Target: Terror,0.07,33
Tatsunoko vs. Capcom: Ultimate All-Stars,0.53,85
Taz Wanted,0.16,65
Taz Wanted,0.08,61
Tearaway,0.61,87
Tearaway Unfolded,0.26,81
Tears to Tiara II: Heir of the Overlord,0.15,65
Tecmo Bowl: Kickoff,0.11,66
Teenage Mutant Ninja Turtles,0.93,71
Teenage Mutant Ninja Turtles,0.92,59
Teenage Mutant Ninja Turtles,0.34,57
Teenage Mutant Ninja Turtles,0.3,56
Teenage Mutant Ninja Turtles: Arcade Attack,0.13,36
Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.09,44
Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.04,55
Teenage Mutant Ninja Turtles: Smash-Up,0.35,67
Teenage Mutant Ninja Turtles 2: Battle Nexus,0.44,47
Teenage Mutant Ninja Turtles 2: Battle Nexus,0.19,49
Teenage Mutant Ninja Turtles 2: Battle Nexus,0.13,48
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.2,53
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.06,58
Teenage Zombies: Invasion of the Alien Brain Thingys,0.04,67
Teen Titans,0.33,63
Teen Titans,0.25,56
Tekken 2,5.74,89
Tekken 3,7.16,96
Tekken 3D: Prime Edition,0.2,64
Tekken 4,3.44,79
Tekken 5,3.87,88
Tekken 6,2.75,79
Tekken 6,1.3,80
Tekken 6,0.32,82
Tekken Advance,0.45,82
Tekken Tag Tournament,4.05,85
Tekken Tag Tournament 2,0.85,82
Tekken Tag Tournament 2,0.34,83
Tenchu: Dark Secret,0.05,37
Tenchu: Fatal Shadows,0.19,58
Tenchu: Return From Darkness,0.21,70
Tenchu: Shadow Assassins,0.21,70
Tenchu: Shadow Assassins,0.11,68
Tenchu: Stealth Assassins,1.99,87
Tenchu: Wrath of Heaven,1.14,79
Tenchu 2: Birth of the Stealth Assassins,0.58,77
Tenchu Z,0.34,56
Tenkai Knights: Brave Battle,0.02,26
Terminator 3: Rise of the Machines,0.58,38
Terminator 3: Rise of the Machines,0.14,35
Terminator 3: The Redemption,0.17,68
Terminator 3: The Redemption,0.06,66
Terminator Salvation,0.53,43
Terminator Salvation,0.35,48
Terraria,0.14,83
Terraria,0.67,81
Terraria,0.41,81
Terraria,0.1,85
Terraria,0.07,83
Terraria,0.04,84
Terraria,0.09,71
Test Drive,1.34,73
Test Drive,0.42,71
Test Drive: Eve of Destruction,0.23,73
Test Drive: Eve of Destruction,0.09,72
Test Drive: Ferrari Legends,0.04,62
Test Drive Off-Road Wide Open,0.18,64
Test Drive Unlimited,0.32,82
Test Drive Unlimited,0.5,80
Test Drive Unlimited,0.02,79
Tetris Axis,0.43,74
Tetris DS,2.1,84
Tetris Party Deluxe,0.56,72
Tetris Worlds,2.08,44
Tetris Worlds,0.22,47
Texas Hold 'Em Poker,0.61,49
That's So Raven,0.76,39
The 3rd Birthday,0.51,71
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0.5,65
The Adventures of Tintin: The Game,0.26,59
The Adventures of Tintin: The Game,0.24,63
The Adventures of Tintin: The Game,0.15,56
The Ant Bully,0.1,52
The Ant Bully,0.09,45
Theatre Of War,0.01,66
Theatrhythm: Final Fantasy,0.5,78
Theatrhythm Final Fantasy: Curtain Call,0.37,83
The Awakened Fate Ultimatum,0.02,65
The Bard's Tale,0.21,76
The Bard's Tale,0.1,75
The Beatles: Rock Band,1.71,89
The Beatles: Rock Band,1.3,89
The Beatles: Rock Band,1.12,88
The Bible Game,0.05,60
The BIGS,0.51,71
The BIGS,0.37,66
The BIGS,0.27,79
The BIGS,0.16,77
The BIGS 2,0.29,68
The BIGS 2,0.21,76
The BIGS 2,0.13,80
The Binding of Isaac,0.03,84
The Black Eyed Peas Experience,0.32,66
The Book of Unwritten Tales,0.1,82
The Book of Unwritten Tales 2,0.07,63
The Bouncer,0.99,66
The Bureau: XCOM Declassified,0.25,69
The Bureau: XCOM Declassified,0.21,68
The Bureau: XCOM Declassified,0.05,66
The Chronicles of Narnia: Prince Caspian,0.4,67
The Chronicles of Narnia: Prince Caspian,0.36,63
The Chronicles of Narnia: Prince Caspian,0.18,56
The Chronicles of Narnia: Prince Caspian,0.17,56
"The Chronicles of Narnia: The Lion,0.06,0.43
"The Chronicles of Narnia: The Lion,0.01,0.2
