Name,Global_Sales,Critic_Score
"Blast Works: Build,0,0.01
BlazBlue: Calamity Trigger,0.57,87
BlazBlue: Calamity Trigger,0.36,86
BlazBlue: Calamity Trigger Portable,0.11,82
BlazBlue: Chrono Phantasma,0.3,83
BlazBlue: Chrono Phantasma Extend,0.14,80
BlazBlue: Continuum Shift,0.41,87
BlazBlue: Continuum Shift,0.31,85
Blazblue: Continuum Shift Extend,0.11,83
Blazblue: Continuum Shift Extend,0.09,73
BlazBlue: Continuum Shift II,0.13,77
BlazBlue: Continuum Shift II,0.11,64
BlazBlue Central Fiction,0.08,85
Blazing Angels: Squadrons of WWII,0.66,67
Blazing Angels: Squadrons of WWII,0.42,66
Blazing Angels: Squadrons of WWII,0.08,69
Blazing Angels: Squadrons of WWII,0.02,65
Blazing Angels: Squadrons of WWII,0.83,57
Blazing Angels 2: Secret Missions of WWII,0.15,70
Blazing Angels 2: Secret Missions of WWII,0.14,72
Bleach: Dark Souls,0.15,82
Bleach: Shattered Blade,0.32,58
Bleach: Soul Resurreccion,0.49,58
Bleach: The 3rd Phantom,0.2,59
Bleach: The Blade of Fate,0.45,83
Blinx: The Time Sweeper,0.56,71
Blitz: The League,0.53,78
Blitz: The League,0.89,76
Blitz: The League,0.16,69
Blitz: The League II,0.15,62
Blitz: The League II,0.1,68
Bloodborne,2.48,92
Blood Bowl,0.16,61
Blood Bowl,0.04,72
Blood Bowl: Legendary Edition,0.02,73
Blood Drive,0.11,40
Blood Drive,0.07,47
Blood Omen 2,0.39,67
Blood Omen 2,0.19,76
BloodRayne,0.42,75
BloodRayne,0.21,76
BloodRayne,0.11,73
BloodRayne 2,0.27,70
BloodRayne 2,0.15,71
Blood Wake,0.57,71
Bloody Roar: Primal Fury,0.18,75
Bloody Roar 3,0.35,71
Bloody Roar 4,0.09,59
Bloody Roar Extreme,0.04,61
BlowOut,0.23,58
Blue Dragon,0.92,79
Blue Dragon: Awakened Shadow,0.1,63
Blue Dragon Plus,0.21,69
Blur,0.72,81
Blur,0.59,82
Blur,0.06,81
BMX XXX,0.15,54
BMX XXX,0.11,58
BMX XXX,0.06,60
Body and Brain Connection,0.2,57
Bodycount,0.11,50
Bodycount,0.11,53
Boktai: The Sun is in Your Hand,0.15,83
Boktai 2: Solar Boy Django,0.04,78
Bolt,0.56,50
Bolt,0.25,57
Bolt,0.19,59
Bombastic,0.05,72
Bomberman,0.15,75
Bomberman,0.15,73
Bomberman: Act Zero,0.04,34
Bomberman Generation,0.25,81
Bomberman Jetters,0.08,70
Bomberman Land,0.17,57
Bomberman Land,0.06,55
Bomberman Party Edition,0.12,79
Boogie,0.49,57
Boom Blox,1.21,85
Boom Blox Bash Party,0.46,86
Borderlands,3.44,84
Borderlands,2.09,83
Borderlands,0.18,81
Borderlands: The Handsome Collection,0.88,82
Borderlands: The Handsome Collection,0.43,80
Borderlands: The Pre-Sequel,0.72,74
Borderlands: The Pre-Sequel,0.61,77
Borderlands: The Pre-Sequel,0.29,75
Borderlands 2,3.05,89
Borderlands 2,2.23,91
Borderlands 2,0.93,89
Borderlands 2,0.64,64
Botanicula,0.03,82
Bound By Flame,0.19,53
Bounty Hounds,0.03,63
Braid,0.03,90
Brain Age: Concentration Training,0.09,71
Brain Age: Train Your Brain in Minutes a Day,20.15,77
Brain Age 2: More Training in Minutes a Day,15.29,77
Brain Boost: Beta Wave,0.15,39
Brain Challenge,0.45,68
Brandish: The Dark Revenant,0.02,78
Bratz: Rock Angelz,0.38,60
Brave: A Warrior's Tale,0.06,42
Brave Fencer Musashi,1.14,81
Bravely Second: End Layer,0.49,81
Breach,0.01,61
Breakdown,0.12,71
Breath of Fire,0.22,79
Breath of Fire: Dragon Quarter,0.19,78
Breath of Fire II,0.19,81
Breath of Fire IV,0.56,83
Brink,1.03,68
Brink,0.73,72
Brink,0.18,70
Britney's Dance Beat,0.24,63
Britney's Dance Beat,0.22,53
Broken Sword: Shadow of the Templars - The Director's Cut,0.24,74
Broken Sword: The Shadow of the Templars,0.06,80
Broken Sword: The Sleeping Dragon,0.02,77
Broken Sword 5: The Serpent's Curse,0.07,72
Broken Sword 5: The Serpent's Curse,0.02,77
Brothers: A Tale of Two Sons,0.14,81
Brothers: A Tale of Two Sons,0.04,81
Brothers In Arms: D-Day,0.46,65
Brothers in Arms: Double Time,0.13,45
Brothers In Arms: Earned in Blood,0.46,71
Brothers In Arms: Earned in Blood,0.31,85
Brothers in Arms: Hell's Highway,0.93,76
Brothers in Arms: Hell's Highway,0.87,76
Brothers in Arms: Hell's Highway,0.02,79
Brothers In Arms: Road to Hill 30,0.66,88
Brothers In Arms: Road to Hill 30,0.46,82
Brothers In Arms DS,0.04,72
Bruce Lee: Quest of the Dragon,0.31,32
Brunswick Pro Bowling,0.38,52
Brutal Legend,0.97,82
Brutal Legend,0.94,83
Brute Force,0.83,77
Bubble Bobble Double Shot,0.04,50
Bubble Bobble Revolution,0.05,38
Buffy the Vampire Slayer,0.23,79
Buffy the Vampire Slayer: Chaos Bleeds,0.18,72
Buffy the Vampire Slayer: Chaos Bleeds,0.12,73
Buffy the Vampire Slayer: Chaos Bleeds,0.03,75
Buffy the Vampire Slayer: Wrath of the Darkhul King,0.03,44
Build-A-Bear Workshop,0.93,61
Bujingai: The Forsaken City,0.1,72
Bulletstorm,1.02,84
Bulletstorm,0.53,83
Bulletstorm,0.16,82
Bullet Witch,0.1,55
Bully,0.94,87
Bully: Scholarship Edition,1.06,80
Bully: Scholarship Edition,0.5,83
Bully: Scholarship Edition,0.03,72
Burnout,0.74,79
Burnout,0.3,78
Burnout,0.13,75
Burnout 2: Point of Impact,0.85,86
Burnout 2: Point of Impact,0.24,88
Burnout 2: Point of Impact,0.15,89
Burnout 3: Takedown,2.68,93
Burnout 3: Takedown,1.31,94
Burnout Dominator,0.45,76
Burnout Legends,0.84,86
Burnout Legends,0.18,38
Burnout Paradise,1.94,87
Burnout Paradise,1.35,88
Burnout Paradise: The Ultimate Box,0.09,87
Burnout Revenge,0.9,90
Burnout Revenge,0.53,89
Burnout Revenge,0.5,89
Bushido Blade,1.16,83
Bus Simulator 16,0.03,46
Bust A Groove 2,0.26,66
Bust-A-Move DS,0.11,75
Bust-A-Move Universe,0.31,49
Buzz Lightyear of Star Command,0.63,54
C.O.P.: The Recruit,0.08,55
C.O.R.E.,0.04,44
Cabela's African Safari,0.14,53
Cabela's Alaskan Adventure,0.13,48
Cabela's Big Game Hunter,1.42,59
Cabela's Big Game Hunter 2005 Adventures,0.56,55
Cabela's Big Game Hunter 2005 Adventures,0.18,65
Cabela's Dangerous Hunts,1.17,57
Cabela's Dangerous Hunts 2009,0.13,39
Cabela's Dangerous Hunts 2011,0.33,60
Cabela's Deer Hunt: 2004 Season,0.21,65
Cabela's Deer Hunt 2005 Season,0.11,59
Cabela's North American Adventures,0.11,51
Cabela's Trophy Bucks,0.05,39
Caesar IV,0.04,74
Cake Mania,0.11,55
Calling,0.11,49
Call of Cthulhu: Dark Corners of the Earth,0.06,77
Call of Duty: Advanced Warfare,7.66,83
Call of Duty: Advanced Warfare,5.27,81
Call of Duty: Advanced Warfare,0.41,78
Call of Duty: Black Ops,14.61,87
Call of Duty: Black Ops,12.63,88
Call of Duty: Black Ops,1.37,80
Call of Duty: Black Ops,0.58,74
Call of Duty: Black Ops II,13.79,83
Call of Duty: Black Ops II,13.67,83
Call of Duty: Black Ops II,1.53,74
Call of Duty: Black Ops II,0.41,81
Call of Duty: Finest Hour,2.89,76
Call of Duty: Finest Hour,1.21,73
Call of Duty: Finest Hour,0.4,74
Call of Duty: Ghosts,10.25,73
Call of Duty: Ghosts,9.36,71
Call of Duty: Ghosts,3.83,78
Call of Duty: Ghosts,2.92,78
Call of Duty: Ghosts,0.34,69
Call of Duty: Infinite Warfare,4.46,77
Call of Duty: Infinite Warfare,2.42,78
Call of Duty: Infinite Warfare,0.14,73
Call of Duty: Modern Warfare 2,13.47,94
Call of Duty: Modern Warfare 2,10.6,94
Call of Duty: Modern Warfare 2,0.88,86
Call of Duty: Modern Warfare 3,14.73,88
Call of Duty: Modern Warfare 3,13.32,88
Call of Duty: Modern Warfare 3,1.72,78
Call of Duty: Modern Warfare 3,0.82,70
Call of Duty: Roads to Victory,2.13,64
Call of Duty: World at War,7.38,84
Call of Duty: World at War,5.39,85
Call of Duty: World at War,1.94,83
Call of Duty: World at War,0.89,75
Call of Duty: World at War,0.18,83
Call of Duty 2,2.03,89
Call of Duty 2,0.06,86
Call Of Duty 2: Big Red One,2.67,77
Call Of Duty 2: Big Red One,1.12,78
Call Of Duty 2: Big Red One,0.33,76
Call of Duty 3,2.7,82
Call of Duty 3,1.5,80
Call of Duty 3,1.07,82
Call of Duty 4: Modern Warfare,9.31,94
Call of Duty 4: Modern Warfare,6.68,94
Call of Duty 4: Modern Warfare,1.15,92
Call of Duty 4: Modern Warfare,1.05,75
Call of Duty Black Ops: Declassified,1.47,33
Call of Juarez,0.01,72
Call of Juarez,0.18,71
Call of Juarez: Bound in Blood,0.88,78
Call of Juarez: Bound in Blood,0.6,77
Call of Juarez: Bound in Blood,0.03,78
Call of Juarez: The Cartel,0.29,45
Call of Juarez: The Cartel,0.27,47
Call of Juarez: The Cartel,0.11,51
Capcom Classics Collection,0.51,78
Capcom Classics Collection Remixed,0.3,72
Capcom Digital Collection,0.02,65
Capcom Fighting Evolution,0.2,57
Capcom vs. SNK,0.22,80
Capcom vs. SNK 2: Mark of the Millennium 2001,0.75,81
Capcom vs. SNK 2 EO,0.11,68
Capcom vs. SNK 2 EO,0.1,80
Captain America: Super Soldier,0.19,61
Captain America: Super Soldier,0.17,60
Captain America: Super Soldier,0.08,51
Captain Morgane and the Golden Turtle,0.03,54
Captain Toad: Treasure Tracker,1.19,81
Carmageddon: Max Damage,0.02,52
Carmageddon: Max Damage,0.01,51
Carnival Games,4.05,56
Carnival Games,2.03,48
Carnival Games: Mini Golf,1.56,38
Carnival Island,0.23,66
Cars,1.21,71
Cars,1.2,70
Cars,1.13,50
Cars,0.97,54
Cars,0.93,71
Cars,0.25,65
Cars: Mater-National Championship,0.68,69
Cars: Mater-National Championship,0.41,63
Cars: Mater-National Championship,0.14,58
Cars: Race-O-Rama,0.15,54
Cartoon Network: Punch Time Explosion,0.1,58
Casper: Spirit Dimensions,0.14,58
Castle of Shikigami III,0.04,67
Castle Shikigami 2,0.02,67
Castlevania: Aria of Sorrow,0.28,91
Castlevania: Circle of the Moon,0.89,91
Castlevania: Curse of Darkness,0.42,70
Castlevania: Curse of Darkness,0.12,74
Castlevania: Dawn of Sorrow,0.43,89
Castlevania: Harmony of Dissonance,0.26,87
Castlevania: Lament of Innocence,0.94,79
Castlevania: Lords of Shadow,1.1,85
Castlevania: Lords of Shadow,0.66,83
Castlevania: Lords of Shadow 2,0.2,63
Castlevania: Lords of Shadow 2,0.09,70
Castlevania: Lords of Shadow 2,0.04,58
Castlevania: Order of Ecclesia,0.36,85
Castlevania: Portrait of Ruin,0.4,85
Castlevania: Symphony of the Night,1.27,93
Castlevania: The Dracula X Chronicles,0.41,80
Castlevania Chronicles,0.13,69
Castlevania Double Pack,0.1,86
Castlevania Judgment,0.16,49
Catherine,0.7,79
Catherine,0.31,82
Catwoman,0.17,46
Catwoman,0.07,47
Catwoman,0.06,45
Cave Story 3D,0.14,82
Cel Damage,0.12,65
Cel Damage,0.06,67
Celebrity Sports Showdown,0.45,50
Ceville,0.02,73
Champions: Return to Arms,0.65,77
Champions of Norrath,1.28,85
Chaos Legion,0.3,65
Chaos Wars,0.04,64
Chaotic: Shadow Warriors,0.16,60
Charlie's Angels,0.02,23
Charlie and the Chocolate Factory,0.35,35
Charlie and the Chocolate Factory,0.3,36
Charlie and the Chocolate Factory,0.18,39
Charlie and the Chocolate Factory,0.11,39
Chase: Hollywood Stunt Driver,0.12,60
Chessmaster,0.39,79
Chessmaster,0.13,79
Chessmaster: The Art of Learning,0.12,64
Chibi-Robo! Park Patrol,0.19,78
Chicago Enforcer,0.02,33
Chicken Run,0.13,75
Chicken Shoot,0.35,27
Chicken Shoot,0.14,19
Child of Eden,0.44,84
Child of Eden,0.22,81
Child of Light,0.07,83
Child of Light,0.05,82
Children of Mana,0.48,65
Chili Con Carnage,0.02,74
Chromehounds,0.28,71
Chrono Cross,1.86,94
Chrono Trigger,1.34,92
Circus Maximus: Chariot Wars,0.07,67
Cities: Skylines,0.14,85
Cities: Skylines Snowfall,0.01,72
Cities in Motion,0.05,70
Cities XL 2011,0.02,70
Cities XL 2012,0.07,61
City Crisis,0.13,63
City Life: World Edition,0.04,75
Clash of the Titans,0.31,41
Clash of the Titans,0.16,42
Classic NES Series: Castlevania,0.33,74
Classic NES Series: Donkey Kong,0.73,55
Classic NES Series: Dr. Mario,0.56,66
Classic NES Series: Metroid,0.43,58
Classic NES Series: Super Mario Bros.,1.43,84
Classic NES Series: The Legend of Zelda,0.89,84
Classic NES Series: Zelda II: The Adventure of Link,0.7,73
Class of Heroes,0.14,61
Clive Barker's Jericho,0.32,63
Clive Barker's Jericho,0.2,60
Clive Barker's Jericho,0.01,63
Clock Tower 3,0.33,69
Clock Tower II: The Struggle Within,0.17,49
Close Combat: First to Fight,0.18,69
Cloudy With a Chance of Meatballs,0.11,68
Cloudy With a Chance of Meatballs,0.1,66
Cloudy With a Chance of Meatballs,0.09,62
Clubhouse Games,3.45,83
Coded Arms,0.75,59
Coded Arms: Contagion,0.06,56
Code Lyoko,0.05,63
Code Lyoko: Fall of X.A.N.A.,0.08,51
Code Lyoko: Quest for Infinity,0.09,58
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,0.1,49
Codename: Panzers Cold War,0.03,67
Codename: Panzers Phase Two,0.01,80
Code Name: S.T.E.A.M.,0.21,69
Code of Princess,0.2,67
Cold Fear,0.11,68
Cold Fear,0.06,71
Cold War,0.02,60
Cold Winter,0.11,73
Colin McRae Rally 04,0.1,84
Colin McRae Rally 04,0.01,87
Colin McRae Rally 2.0,0.91,90
Colin McRae Rally 2005,0.05,83
Colin McRae Rally 2005,0.02,83
Colin McRae Rally 3,1.4,86
Colin McRae Rally 3,0.04,86
College Hoops 2K6,0.1,82
College Hoops 2K6,0.12,70
College Hoops 2K7,0.21,82
College Hoops 2K7,0.18,81
College Hoops 2K8,0.18,81
College Hoops 2K8,0.14,82
Colony Wars,0.42,91
Colosseum: Road to Freedom,0.07,56
Combat: Task Force 121,0.07,44
Combat Flight Simulator 3: Battle for Europe,0.02,69
Combat Mission: Shock Force,0.03,62
Combat of Giants: Dinosaurs 3D,0.39,44
Commander: Conquest of the Americas,0.03,68
Commandos: Strike Force,0.06,58
Commandos 2: Men of Courage,0.18,67
Commandos 2: Men of Courage,0.07,67
Commandos 3: Destination Berlin,0.02,72
Company of Heroes,0.05,93
Company of Heroes: Opposing Fronts,0.04,87
Company of Heroes: Tales of Valor,0.04,70
Company of Heroes 2,0.34,80
Conan,0.34,69
Conan,0.19,69
Conception II: Children of the Seven Stars,0.17,62
Conception II: Children of the Seven Stars,0.12,62
Condemned: Criminal Origins,0.41,81
Condemned 2: Bloodshot,0.63,80
Condemned 2: Bloodshot,0.39,82
Conduit 2,0.12,64
Conflict: Denied Ops,0.19,52
Conflict: Denied Ops,0.19,51
Conflict: Denied Ops,0.01,58
Conflict: Desert Storm,1.57,55
Conflict: Desert Storm,0.87,65
Conflict: Desert Storm,0.08,62
Conflict: Global Terror,0.19,62
Conflict: Global Terror,0.1,62
Conflict: Vietnam,0.53,58
Conflict: Vietnam,0.22,60
Conflict Zone,0.21,47
Constantine,0.11,58
Constantine,0.06,60
Contact,0.1,73
Contra: Shattered Soldier,0.58,78
Contra 4,0.3,83
Contrast,0.01,62
Cooking Mama,5.63,67
Cooking Mama: Cook Off,2.89,61
Cooking Mama: World Kitchen,0.87,62
Cooking Mama 2: Dinner With Friends,3.58,70
Cooking Mama 4: Kitchen Magic!,0.61,56
Coraline,0.11,39
Coraline,0.05,42
Corpse Party: Blood Drive,0.18,60
Corpse Party: Book of Shadows,0.04,67
Corvette,0.24,53
Corvette,1.33,57
Cosmic Family,0.08,54
Cossacks: European Wars,0.03,74
Counter-Strike,1.11,74
Counter-Strike: Source,0.08,88
Crackdown,1.75,83
Crackdown 2,1.12,70
Cranium Kabookii,0.14,64
Crash: Mind Over Mutant,0.5,73
Crash: Mind Over Mutant,0.47,60
Crash: Mind Over Mutant,0.43,70
Crash: Mind Over Mutant,0.42,45
Crash: Twinsanity,0.64,64
Crash: Twinsanity,0.15,66
Crash 'N' Burn,0.21,63
Crash 'N' Burn,0.09,65
Crash Bandicoot: The Huge Adventure,1.73,78
Crash Bandicoot: The Wrath of Cortex,5.42,66
Crash Bandicoot: The Wrath of Cortex,1.23,70
Crash Bandicoot: The Wrath of Cortex,0.59,62
Crash Bandicoot 2: N-Tranced,1.36,75
Crash Bandicoot 3: Warped,7.13,91
Crash Bandicoot Purple: Ripto's Rampage,0.64,67
Crash Bash,3.39,68
Crash Nitro Kart,1.95,69
Crash Nitro Kart,0.46,77
Crash Nitro Kart,0.31,70
Crash Nitro Kart,0.26,66
Crash of the Titans,0.48,73
Crash of the Titans,0.45,69
Crash of the Titans,0.41,70
Crash of the Titans,0.32,65
Crash Tag Team Racing,0.54,66
Crash Tag Team Racing,0.24,68
Crash Tag Team Racing,0.16,66
Crash Tag Team Racing,0.13,69
Crash Team Racing,4.79,88
Crazy Taxi,2.52,80
Crazy Taxi,0.49,69
Crazy Taxi: Catch a Ride,0.3,48
Crazy Taxi: Fare Wars,0.47,64
Crazy Taxi 2,0.07,82
Crazy Taxi 3: High Roller,0.2,69
Create,0.16,61
Create,0.14,60
Create,0.06,54
Crime Life: Gang Wars,0.05,30
Criminal Girls: Invite Only,0.06,55
Crimson Gem Saga,0.06,78
Crimson Sea,0.09,78
Crimson Sea 2,0.07,75
Crimson Skies: High Road to Revenge,0.87,88
Crimson Tears,0.03,62
Crisis Core: Final Fantasy VII,3.18,83
Cross Edge,0.23,52
CrossworDS,0.55,67
"Crouching Tiger,0.02,0.13
Cruis'n,0.12,25
Crush,0.08,83
Crush3D,0.12,71
Crysis,0.71,91
Crysis: Warhead,0.02,84
Crysis 2,1.34,84
Crysis 2,1.29,85
Crysis 2,0.74,86
Crysis 3,0.9,76
Crysis 3,0.87,77
Crysis 3,0.63,76
CSI: Crime Scene Investigation,0.12,45
CSI: Fatal Conspiracy,0.18,39
CSI: Fatal Conspiracy,0.17,42
CSI: Fatal Conspiracy,0.04,47
Cubic Ninja,0.1,51
Cubivore: Survival of the Fittest,0.17,71
Culdcept,0.03,78
Culdcept SAGA,0.16,75
Curious George,0.12,53
Cursed Mountain,0.21,67
Custom Robo,0.37,65
Custom Robo Arena,0.16,74
Cy Girls,0.04,53
Dai Senryaku VII: Modern Military Tactics,0.04,74
Damage Inc.: Pacific Squadron WWII,0.07,49
Damnation,0.09,36
Damnation,0.07,36
Dance Central,3.17,82
Dance Central: Spotlight,0.19,74
Dance Central 2,2.04,86
Dance Central 3,0.81,86
Dance Dance Revolution: Hottest Party,2.07,73
Dance Dance Revolution: Hottest Party 2,1.58,69
Dance Dance Revolution: Hottest Party 3,0.44,66
Dance Dance Revolution: Mario Mix,0.47,69
Dance Dance Revolution Disney Mix,0.04,74
Dance Dance Revolution Extreme,2.13,77
Dance Dance Revolution Extreme 2,1.14,76
Dance Dance Revolution SuperNOVA,1.04,73
Dance Dance Revolution Ultramix,0.54,82
Dance Dance Revolution Ultramix 2,0.42,78
Dance Dance Revolution Ultramix 3,0.38,75
Dance Dance Revolution Universe,0.32,74
Dance Dance Revolution Universe 2,0.5,65
Dance Dance Revolution Universe 3,0.3,65
Dance Dance Revolution X,1.75,55
Dance Factory,0.03,56
DanceMasters,0.19,63
Dance on Broadway,1.02,48
Dancing With The Stars,0.24,42
Danganronpa: Trigger Happy Havoc,0.33,80
Danganronpa 2: Goodbye Despair,0.17,81
Danganronpa Another Episode: Ultra Despair Girls,0.21,72
Dante's Inferno,1.08,75
Dante's Inferno,0.92,73
Dante's Inferno,0.19,70
Dark Angel: Vampire Apocalypse,0.09,53
Dark Cloud,1.54,80
Dark Cloud 2,0.96,87
Darkened Skye,0.01,61
Darkest of Days,0.1,44
Dark Messiah of Might and Magic Elements,0.2,52
Dark Sector,0.48,72
Dark Sector,0.47,72
Darksiders,1.06,83
Darksiders,0.15,83
Darksiders,0.02,82
Darksiders: Warmastered Edition,0.02,79
Darksiders: Warmastered Edition,0.01,80
Darksiders II,0.84,84
Darksiders II,0.79,83
Darksiders II,0.15,81
Darksiders II,0.15,85
Dark Souls,2.02,89
Dark Souls,0.99,89
Dark Souls II,1.27,91
Dark Souls II,0.74,91
Dark Souls II,0.17,91
Dark Souls III,1.65,89
Dark Souls III,0.39,87
Dark Souls III,0.07,89
Darkspore,0.12,65
Darkstalkers Chronicle: The Chaos Tower,0.15,74
Darkstalkers Resurrection,0.03,80
DarkStar One,0.03,71
DarkStar One: Broken Alliance,0.2,63
Darkstone,0.66,58
Dark Summit,0.05,68
Dark Void,0.35,59
Dark Void,0.31,59
Dark Void,0.02,57
Darkwatch,0.32,74
Darkwatch,0.21,75
Data East Arcade Classics,0.09,56
Dave Mirra BMX Challenge,0.07,32
Dave Mirra Freestyle BMX,1.05,82
Dave Mirra Freestyle BMX: Maximum Remix,0.27,67
Dave Mirra Freestyle BMX 2,1.38,81
Dave Mirra Freestyle BMX 2,0.28,78
Dave Mirra Freestyle BMX 2,0.2,76
Dawn of Discovery,0.38,82
Dawn of Discovery,0.19,81
Dawn of Discovery,0.11,82
Dawn of Mana,0.43,57
Daxter,4.21,85
DC Universe Online,0.51,67
DC Universe Online,0.23,72
DDRMAX2: Dance Dance Revolution,1.81,82
Dead Head Fred,0.04,75
Dead Island,2.37,71
Dead Island,2.27,71
Dead Island,0.22,80
Dead Island: Riptide,0.78,57
Dead Island: Riptide,0.6,62
Dead Island Definitive Collection,0.14,63
Dead Island Definitive Collection,0.05,67
Deadliest Catch: Alaskan Storm,0.05,56
Deadliest Warrior: Ancient Combat,0.04,37
Deadly Creatures,0.22,72
Deadly Premonition,0.26,68
Dead Man's Hand,0.11,62
Dead or Alive,0.28,84
Dead or Alive: Dimensions,0.45,79
Dead or Alive 3,1.77,87
Dead or Alive 4,0.47,85
Dead or Alive 5,0.64,74
Dead or Alive 5,0.32,76
Dead or Alive Paradise,0.18,38
Dead or Alive Ultimate,0.5,83
Dead or Alive Xtreme 2,0.25,53
Dead or Alive Xtreme 3: Fortune,0.05,43
Dead or Alive Xtreme Beach Volleyball,0.59,73
Deadpool,0.45,61
Deadpool,0.43,62
Deadpool,0.29,60
Dead Rising,2.08,85
Dead Rising,0.04,78
Dead Rising: Chop Till You Drop,0.29,61
Dead Rising 2,1.49,79
Dead Rising 2,1.36,80
Dead Rising 2,0.14,78
Dead Rising 2,0.03,82
Dead Rising 2: Off the Record,0.32,72
Dead Rising 2: Off the Record,0.27,72
Dead Rising 2: Off the Record,0.06,66
Dead Rising 3,1.57,78
Dead Space,2,88
Dead Space,1.4,89
Dead Space,0.59,86
Dead Space 2,1.51,90
Dead Space 2,1.42,89
Dead Space 2,0.32,87
Dead Space 3,0.98,78
Dead Space 3,0.96,76
Dead Space Extraction,0.47,82
Dead to Rights,1.36,73
Dead to Rights,0.72,73
Dead to Rights,0.14,77
Dead to Rights: Reckoning,0.13,54
Dead to Rights: Retribution,0.28,60
Dead to Rights: Retribution,0.21,61
Dead to Rights II,0.2,51
Dead to Rights II,0.11,54
Deal or No Deal,1.7,20
Deal or No Deal,1.29,56
Death By Degrees,0.1,51
Death Jr.,0.19,61
Death Jr.: Root of Evil,0.11,71
Death Jr. and the Science Fair of Doom,0.08,47
Death Jr. II: Root of Evil,0.05,68
DeathSmiles,0.28,76
de Blob,0.96,82
de Blob 2,0.21,74
de Blob 2,0.18,79
de Blob 2,0.15,77
de Blob 2,0.11,75
Deca Sports,2.5,50
DECA Sports Freedom,0.33,26
Deception IV: Blood Ties,0.13,67
Deception IV: Blood Ties,0.11,70
Deep Labyrinth,0.07,57
Defender,0.4,73
Defiance,0.57,60
Defiance,0.35,59
Defiance,0.21,64
Def Jam: Fight for NY,1.76,83
Def Jam Fight For NY: The Takeover,0.09,79
Def Jam Icon,0.42,68
Def Jam Icon,0.34,69
Def Jam Rapstar,0.32,75
Def Jam Rapstar,0.29,74
Def Jam Vendetta,1.94,80
Def Jam Vendetta,0.25,81
Delta Force: Black Hawk Down,0.46,58
Delta Force: Black Hawk Down,0.34,61
Dementium: The Ward,0.17,72
Dementium II,0.11,75
Demigod,0.02,76
DemiKids: Light Version,0.02,62
Demon's Souls,1.82,89
Demon Gaze,0.17,70
Dengeki Bunko Fighting Climax,0.16,66
Dengeki Bunko Fighting Climax,0.13,75
Deponia,0.15,74
Destiny,5.64,76
Destiny,3.37,75
Destiny: The Taken King,1.93,86
Destiny: The Taken King,1.19,89
Destruction Derby Arenas,0.13,57
Destruction Derby Raw,0.14,69
Deus Ex,0.01,90
Deus Ex: Human Revolution,1.37,89
Deus Ex: Human Revolution,1.37,89
Deus Ex: Human Revolution,0.58,90
Deus Ex: Invisible War,0.33,84
Deus Ex: Mankind Divided,0.38,84
Deus Ex: Mankind Divided,0.17,83
Deus Ex: Mankind Divided,0.03,83
Deus Ex: The Conspiracy,0.21,81
Devil's Third,0.06,43
Devil Kings,0.25,64
Devil May Cry,2.99,94
Devil May Cry 2,1.97,68
Devil May Cry 3: Dante's Awakening,2.09,84
Devil May Cry 4,1.57,84
Devil May Cry 4,1.34,84
Devil May Cry 4,0.04,78
Devil May Cry HD Collection,0.82,74
Devil May Cry HD Collection,0.43,77
Dewy's Adventure,0.16,67
Diablo,1.59,94
Diablo II,0.13,88
Diablo II: Lord of Destruction,1.06,87
Diablo III,5.14,88
Diablo III,1.91,86
Diablo III,1.41,87
Diddy Kong Racing DS,1.22,63
Die Hard: Vendetta,0.12,54
Digimon All-Star Rumble,0.09,49
Digimon Digital Card Battle,0.11,51
Digimon Rumble Arena,0.02,64
Digimon Rumble Arena 2,0.09,63
Digimon Rumble Arena 2,0.04,71
Digimon Rumble Arena 2,0.02,65
Digimon Story: Cyber Sleuth,0.11,75
Digimon World: Data Squad,0.24,43
Digimon World 2,0.58,42
Digimon World 4,0.15,48
Digimon World 4,0.09,55
Digimon World 4,0.03,54
Digimon World Championship,0.07,49
Digimon World DS,0.1,71
Dino Crisis 2,1.21,86
Dino Crisis 3,0.14,51
Dino Dini's Kick Off Revival,0.02,31
Dinosaur King,0.22,61
Dino Stalker,0.22,50
Dirge of Cerberus: Final Fantasy VII,1.48,57
DiRT,1.05,83
DiRT,0.87,83
DiRT,0.02,84
DiRT 2,0.99,87
DiRT 2,0.8,87
DiRT 2,0.37,51
DiRT 2,0.32,55
DiRT 2,0.05,89
DiRT 3,1.06,87
DiRT 3,0.72,87
DiRT 3,0.15,86
DiRT Rally,0.37,85
DiRT Rally,0.12,86
DiRT Rally,0.03,86
DiRT Showdown,0.23,75
DiRT Showdown,0.18,75
Disaster Report,0.21,66
Disciples III: Renaissance,0.02,56
Disgaea: Afternoon of Darkness,0.23,87
Disgaea: Hour of Darkness,0.33,84
Disgaea 2: Cursed Memories,0.33,84
Disgaea 2: Dark Hero Days,0.25,83
Disgaea 3: Absence of Justice,0.52,78
Disgaea 4: A Promise Unforgotten,0.57,80
Disgaea 5: Alliance of Vengeance,0.29,80
Disgaea D2: A Brighter Darkness,0.21,74
Disgaea DS,0.18,82
Disgaea Infinite,0.09,64
Dishonored,1.71,88
Dishonored,1.53,89
Dishonored 2,0.64,88
Dishonored 2,0.22,88
Dishonored 2,0.12,86
Disney's A Christmas Carol,0.23,66
Disney's Aladdin in Nasira's Revenge,0.09,61
